periodo,empresa,degree_co,degreew_co,betweenness_co,closeness_co
2011-2014,20529063009.0,1,1,0.0,0.022258688883278633
2011-2014,20528928308,2,2,0.0,0.004828326180257511
2011-2014,10103371053.0,2,2,0.0,0.004828326180257511
2011-2014,20491886413,2,2,0.0,0.026868476521827462
2011-2014,20568255764.0,2,2,0.0,0.026868476521827462
2011-2014,20542570408.0,3,3,0.0,0.028203556100551808
2011-2014,10214396942,3,3,0.0,0.028739066659423045
2011-2014,20489522242.0,3,3,0.0,0.028739066659423045
2011-2014,20529202998,1,1,0.0,0.002145922746781116
2011-2014,20489708346.0,1,1,0.0,0.002145922746781116
2011-2014,20489613558,1,1,0.0,0.011294330246216398
2011-2014,10079685726,1,1,0.0,0.002145922746781116
2011-2014,20439867087.0,1,1,0.0,0.002145922746781116
2011-2014,20507336290,1,1,0.0,0.002145922746781116
2011-2014,20390136570.0,1,1,0.0,0.002145922746781116
2011-2014,20390136570,1,3,0.0,0.002145922746781116
2011-2014,20507336290.0,1,3,0.0,0.002145922746781116
